category1;category2;السياق بأكمله;المتوقع
everyday_situation general_knowledge;VisualArts(painting,sculpture);كان الفنان يغمسها في الأكريليك ثم يمررها على اللوحة.بعد انتهائه من عمله قام بتنظيف [MASK].;فرشاته الفرشاة
general_knowledge;VisualArts(painting,sculpture);كانت تذوب في الماء وتعطي تأثيرات شفافة رائعة.فضلت استخدام الالوان [MASK].;المائية
everyday_situation general_knowledge;VisualArts(painting,sculpture);كان يقف أمام الحامل لساعات يخلق تحفة فنية.هذا احمد موهوبا في [MASK].;الرسم
everyday_situation general_knowledge;VisualArts(painting,sculpture);اعجبت بسمة كثيرا بالرسمة التي رسمتها، فارادت ان تعلقها في غرفة المعيشة.قامت بشراء [MASK].;إطار مسمار مطرقة
everyday_situation general_knowledge;VisualArts(painting,sculpture);يجف ببطء مما يسمح بتعديل اللوحة لأيام.كان دئما يختار الألوان [MASK].;الزيتية
everyday_situation general_knowledge;VisualArts(painting,sculpture);يقف شامخاً في الساحة مصنوعاً من البرونز.نظفت البلدية [MASK].;تمثال التمثال
general_knowledge;VisualArts(painting,sculpture);كان ينحت الرخام بإزميله بدقة متناهية.تم تقديم جائزة عالمية ل [MASK].;النحات
general_knowledge;VisualArts(painting,sculpture);كان يحتفظ بشكل العمل الفني المصنوع من السيلكون.صب البرونز السائل في [MASK].;القالب
general_knowledge;VisualArts(painting,sculpture);كان يعطي العمق للرسم بتدرجات الألوان الداكنة.أتقن الطالب فن [MASK].;التظليل
general_knowledge;VisualArts(painting,sculpture);كان يجمع قصاصات الورق والصور.صنع الفنان عملاً فنّيًا بأسلوب [MASK].;الكولاج
general_knowledge;VisualArts(painting,sculpture);كانت تترك ألواناً ناعمة تشبه البودرة.لرسم البورتريه، استخدم [MASK].;طباشير ألوان الباصتيل
everyday_situation general_knowledge;VisualArts(painting,sculpture);كان يثبت اللوحة بزاوية مريحة للرسم.كان قد اشترى [MASK].;حامل حاملًا
general_knowledge;VisualArts(painting,sculpture);كان يخلق تأثيرات سميكة ومجسمة على اللوحة.استبدل الفرشاة بـ [MASK].;سكين السكين
everyday_situation general_knowledge;VisualArts(painting,sculpture);يحب الرسم كثيرًا.ذات مرة كان لديه وقت فراغ، فأخرج من حقيبته [MASK].;أوراق
everyday_situation general_knowledge;VisualArts(painting,sculpture);كانت هادية تريد أن تقيم ورشةً للأطفال لصناعة الفخار. ولتُعدّ للورشة.قامت بإحضار المكونات وخلطها لتصنع [MASK].;الصلصال عجينة الطين
everyday_situation general_knowledge;VisualArts(painting,sculpture);كانت ليلى تُحدِّق طويلاً في الألوان قبل أن تبدأ بدمجها على القماش.بعد ساعات من التركيز، اكتملت [MASK].;اللوحة لوحتها
everyday_situation;VisualArts(painting,sculpture);أرادت ليلى أن تعبّر عن أفكارها على الورق باستخدام الألوان والأقلام.جلست أمام الورقة البيضاء وبدأت في [MASK].;الرسم
everyday_situation general_knowledge;VisualArts(painting,sculpture);كان الفنان يخطط لإبداع عمل فني كبير على قماش مثبت على الحامل.بعد انتهائه، اعجب الجمبع ب [MASK].;لوحة لوحته اللوحة
everyday_situation general_knowledge;VisualArts(painting,sculpture);قرر الفنان تشكيل الخشب باستخدام أدوات خاصة لصنع عمل فني ثلاثي الأبعاد.أمسك بالإزميل والمطرقة وبدأ في [MASK].;النحت
everyday_situation general_knowledge;VisualArts(painting,sculpture);أحب دوبة استخدام الكاميرا لتوثيق اللحظات والمناظر الجميلة.ضبط الاعدادات و بدا في [MASK].;التصوير
everyday_situation general_knowledge;VisualArts(painting,sculpture);كانت سارة تقضي وقتها في الرسم والنحت وتصميم الأعمال الإبداعية.استكشفت ان شغفها هو [MASK].;فن
everyday_situation general_knowledge;VisualArts(painting,sculpture);كانت ليلى تستمتع بصناعة لوحات من قطع صغيرة من الزجاج الملون تُركّب بجانب بعضها بدقة.بدأت ليلى في تجميع القطع لتشكيل لوحة [MASK].;فسيفساء
general_knowledge;VisualArts(painting,sculpture);أعجب أحمد بالأعمال الفنية المجسمة التي تُصنع من الرخام أو الحجر.وقف أحمد معجبا بجمال [MASK].;التمثال النحت المنحوتة العمل
general_knowledge;VisualArts(painting,sculpture);قررت ليلى تزيين غرفتها بأنماط وأشكال جميلة تضيف لمسة فنية.كانت تحب فن [MASK].;الزخرفة
general_knowledge;VisualArts(painting,sculpture);لإحياء تراث الأجداد في مهرجان التراث، قرروا بناء مأوى بدوي على الطراز الفرعوني الذي كان شائعًا في صحراء مصر العليا. لم يستخدموا الطوب أو الحجر، بل أقاموا بناءً متنقلاً من القماش والأعمدة يُعرف منذ القدم باسم [MASK].;الفسطاط
everyday_situation general_knowledge;VisualArts(painting,sculpture);أرادت ياسمين رسم لوحة بخطوط دقيقة وواضحة.بحثت عن [MASK].;قلم
everyday_situation general_knowledge;LandTransport(cars,bikes);تقوم الامرأة بإحضار خرطوم المياه وشطف السيارة.بينما تقوم امرأة الأخرى بفركها باستخدام [MASK].;الإسفنجة
everyday_situation general_knowledge;LandTransport(cars,bikes);يستبدل الرجل الإطار الموجود على الجهة الأمامية ويضخه بعناية.بعد انتهائه يتاكد من اعادة [MASK].;تثبيت تثبيته
everyday_situation general_knowledge;LandTransport(cars,bikes);اثناء قيادة السيارة سمع الرجل صوت ضربة ثم احس ان السيارة ليست متزنة.عندما توقف و نزل وجد ثقبا في [MASK].;العجلات العجلة الايطار
everyday_situation general_knowledge;StoriesandBooks;تحب ليندسي قراءة الروايات المصورة، لكن ناتالي تحب قراءة الأدب الكلاسيكي. خططتا للذهاب في عطلة نهاية الاسبوع لشراء [MASK].;الكتب كتب
general_knowledge;StoriesandBooks;كتبت المؤلفة قصة طويلة مليئة بالشخصيات المعقدة والأحداث المتشابكة.هذا العام، نالت جائزة الادب لاحسن [MASK].;رواية
everyday_situation general_knowledge;StoriesandBooks;كل صباح يجلس أمام مكتبه ليكتب فصولًا جديدة من قصته. اعتاد أن يسكب فنجان قهوته بجانبه، كانت هذه هي مهنته و هي [MASK].;الكتابة التاليف
general_knowledge;StoriesandBooks;احتوى العمل الأدبي على 300 صفحة مقسمة إلى 12 قسمًا مع حبكة متشعبة.قضيتُ أسبوعًا كاملاً وأنا غارق في أحداث هذه [MASK].;الرواية
everyday_situation general_knowledge;StoriesandBooks;وضع اسمه على غلاف الكتاب بخط ذهبي تحت العنوان الرئيسي.كان هناك طابور في المعرض للحصول على امضاء [MASK].;المؤلف الكاتب
general_knowledge;StoriesandBooks;بناية مخصصة لحفظ الكتب تحتوي على أقسام للعلوم والأدب والتاريخ.زار التلاميذ [MASK].;المكتبة
general_knowledge;StoriesandBooks;نص أدبي مكتوب على شكل أبيات متقفلة تحتوي على صور بلاغية.كان هشام يحفظ الكثير من [MASK].;الشعر
everyday_situation general_knowledge;StoriesandBooks;كان يقلب الصفحات بسرعة ليصل إلى النهاية المشوقة.أمضى الليل كله يقرأ [MASK].;الرواية
everyday_situation general_knowledge;StoriesandBooks;بحث بين الأرفف، كان يريد معرفة المزيد عن الأبطال الخارقين.وجد أخيراً [MASK].;كتاباً الكتاب القصة قصة مجلد
everyday_situation problem_solving;StoriesandBooks;حفظ مكان توقفه بورقة نقدية وضعها بين الصفحات.استعمل الورقة النقدية لانه نسي اين وضع [MASK].;فاصل الفاصل
everyday_situation general_knowledge;StoriesandBooks;بحث بين الأرفف الخشبية العالية عن قصة الجدة القديمة.لم يعثر عليها بين كل هذه [MASK].;الكتب القصص
everyday_situation general_knowledge;StoriesandBooks;أنهى قراءة الصفحة الأخيرة بتأنٍ، وشعر بنبض قلبه يتسارع من الحماس.أغلق الكتاب وابتسم، متحمساً لمعرفة ما سيحدث في [MASK].;الفصل الجزء
